transaction_id,store_id,timestamp,sku,category,quantity,unit_price,total_amount,payment_method,customer_id,is_anomaly,anomaly_type
6ac4e71c-eea0-4fea-ba50-139be6ec268d,STORE_013,2024-01-27 20:44:00,SKU_0176,Grocery,2,428.03,848.63,wallet,CUST_00397,0,
93fd9ca0-dd9d-4589-8c14-83a029fd7be6,STORE_005,2024-03-08 11:59:00,SKU_0082,Grocery,3,77.69,230.57,card,CUST_00385,0,
47bbf14a-a210-4ee4-b6d0-c997f6678d9a,STORE_019,2024-02-10 15:45:00,SKU_0199,Grocery,3,361.28,1096.57,card,CUST_00557,0,
1efc66aa-f286-4228-a135-92bc29fd4c25,STORE_015,2024-02-29 10:18:00,SKU_0282,HomeGoods,1,110.84,110.62,wallet,CUST_00066,0,
b87c61a3-794a-4ce7-a4ad-23a279540ec0,STORE_013,2024-02-02 21:42:00,SKU_0404,Apparel,3,155.95,463.74,UPI,CUST_00309,0,
db16b15e-e73e-41a8-aedf-9a4957bd9158,STORE_002,2024-02-02 18:44:00,SKU_0184,Apparel,2,1409.53,2854.1,UPI,CUST_00425,0,
bb712341-f532-4e5e-86e2-0d8d0626d889,STORE_007,2024-02-05 13:53:00,SKU_0385,Electronics,4,204.15,800.9,wallet,CUST_00209,0,
37ec8f34-1b3a-49e1-8848-1bb70e088502,STORE_001,2024-02-20 10:43:00,SKU_0313,Apparel,4,138.29,545.95,wallet,CUST_00504,0,
3cc72e66-3411-4a19-aef3-fc6a34070c34,STORE_002,2024-02-23 15:43:00,SKU_0146,Electronics,5,628.62,3184.21,UPI,CUST_00038,0,
24bca2fa-6613-4615-aee4-a86afe425be1,STORE_010,2024-03-22 12:25:00,SKU_0456,Grocery,6,117.13,704.2,card,CUST_00063,0,
6696fce1-39f8-4868-a255-96c56c8263d8,STORE_012,2024-01-18 17:24:00,SKU_0217,Apparel,6,174.78,1060.16,wallet,CUST_00474,0,
76abc955-42ec-4e2b-ad05-9a4056b3e2aa,STORE_019,2024-01-31 17:24:00,SKU_0076,Electronics,2,679.06,1376.49,UPI,CUST_00075,0,
320bf84f-bad1-4e5e-8d23-4b47cbd164df,STORE_003,2024-02-11 14:15:00,SKU_0481,Grocery,2,258.7,526.55,wallet,CUST_00251,0,
3882b605-5f25-4140-9aa2-34247629f602,STORE_006,2024-01-12 19:05:00,SKU_0456,Grocery,4,71.68,281.71,wallet,CUST_00168,0,
992890d7-34fc-4eb4-a50b-a086de007aca,STORE_007,2024-01-30 17:07:00,SKU_0025,Pharmacy,7,386.31,2736.54,UPI,CUST_00412,0,
fd10999c-ccac-4b19-ab5b-a9bde7418dab,STORE_002,2024-02-28 18:39:00,SKU_0451,Pharmacy,4,182.05,734.28,card,CUST_00007,0,
8696ad27-d8cd-4e74-a4e1-6dcc4a73735e,STORE_002,2024-01-28 08:53:00,SKU_0473,Electronics,1,856.92,846.88,wallet,CUST_00214,0,
36747918-aa4a-4b9b-a810-3601536f1a8d,STORE_007,2024-01-30 19:11:00,SKU_0414,HomeGoods,6,153.93,939.53,wallet,CUST_00591,0,
52b714cb-88f7-4531-b91d-6ce4c36ed54b,STORE_003,2024-01-15 18:56:00,SKU_0128,HomeGoods,3,579.66,1732.32,cash,CUST_00221,0,
13ab4024-b4ac-4c56-93e7-a99d8761b109,STORE_010,2024-03-18 18:14:00,SKU_0316,Grocery,1,1034.86,1050.9,UPI,CUST_00359,0,
cc8cbaaf-2b78-4930-8f7a-6126c95f1765,STORE_007,2024-03-23 17:10:00,SKU_0269,Apparel,1,126.56,127.09,UPI,CUST_00592,0,
25ba7be7-be49-4640-929b-12222f8ae155,STORE_013,2024-01-12 20:16:00,SKU_0310,HomeGoods,5,214.2,1072.15,UPI,CUST_00364,0,
f47614e9-06a1-4325-896c-2894ded70c09,STORE_012,2024-03-09 09:16:00,SKU_0308,Grocery,2,341.16,673.03,wallet,CUST_00452,0,
0dc8866d-a1b9-4923-85b6-511429df51c4,STORE_003,2024-01-26 11:40:00,SKU_0319,Electronics,5,125.91,639.98,card,CUST_00575,0,
32ef7315-538d-41fc-87c1-75f522c790c6,STORE_013,2024-03-23 20:44:00,SKU_0257,Grocery,4,310.35,1244.21,wallet,CUST_00370,0,
8e6b6ee9-5e88-435f-ac67-da7bffa3a9cd,STORE_013,2024-01-19 21:32:00,SKU_0345,Grocery,3,208.83,614.11,UPI,CUST_00499,0,
a56562d1-767b-4140-ad61-e7e78bb890f8,STORE_006,2024-02-19 17:46:00,SKU_0263,Grocery,1,205.49,201.53,cash,CUST_00304,0,
6feb23ea-0a36-48ea-af56-424467ca0dcf,STORE_003,2024-03-26 16:36:00,SKU_0009,Grocery,4,259.98,1051.47,UPI,CUST_00488,0,
14dbc0c7-de43-4c85-8d9f-a7644018aab8,STORE_010,2024-03-08 11:18:00,SKU_0018,Electronics,1,264.67,261.09,cash,CUST_00385,0,
147ed4df-efe7-4ea8-be88-7e16d77718eb,STORE_002,2024-02-26 08:19:00,SKU_0479,Pharmacy,2,285.02,572.29,wallet,CUST_00203,0,
1b6b81ac-b3bb-4939-991c-d7f8eef28d55,STORE_002,2024-03-05 21:31:00,SKU_0454,Electronics,3,154.84,467.88,wallet,CUST_00334,0,
73370869-067f-4b3d-8eb4-ec137c54cb56,STORE_001,2024-02-05 14:41:00,SKU_0293,HomeGoods,3,160.34,476.77,wallet,CUST_00200,0,
9237a54c-e543-495d-98c1-e6fd38501bb2,STORE_013,2024-02-19 08:32:00,SKU_0088,HomeGoods,2,227.37,456.0,UPI,CUST_00238,0,
0133cc1a-4fcc-4a31-995a-6540a3753772,STORE_010,2024-02-06 17:52:00,SKU_0390,HomeGoods,3,241.21,716.11,card,CUST_00175,0,
21e02b2b-5616-4557-a230-8d672d954ecf,STORE_012,2024-03-27 16:21:00,SKU_0072,Pharmacy,4,175.98,716.49,card,CUST_00294,0,
6b7a9413-3bb7-42cd-941b-ca9b326df1e5,STORE_013,2024-02-09 10:56:00,SKU_0189,Electronics,2,323.96,657.25,wallet,CUST_00208,0,
e12629b0-3155-429e-a8a5-d1bc571dd2ab,STORE_007,2024-03-17 19:19:00,SKU_0165,Grocery,3,58.54,174.13,cash,CUST_00375,0,
4b498b4d-5ef5-4a5a-b42d-92683ff438e9,STORE_008,2024-01-29 19:32:00,SKU_0007,Electronics,4,139.36,558.08,wallet,CUST_00221,0,
19b8fe1c-d815-4d84-a3bd-ba12ff0d2cc4,STORE_002,2024-03-04 14:26:00,SKU_0403,Apparel,2,199.84,399.69,card,CUST_00294,0,
951b0dfc-5be1-4d29-8d4b-e605a036498f,STORE_001,2024-02-26 19:20:00,SKU_0255,HomeGoods,3,126.04,385.08,UPI,CUST_00084,0,
19c32b3e-cd8d-4e75-87f0-e247205b1fcd,STORE_010,2024-03-13 11:24:00,SKU_0158,Pharmacy,1,920.41,916.51,UPI,CUST_00231,0,
cb649c97-f962-47d2-9d34-952b12ca73c3,STORE_007,2024-03-23 21:55:00,SKU_0254,Grocery,4,253.8,1017.73,cash,CUST_00213,0,
ae01831b-439c-45a5-830c-d76f10200fc2,STORE_008,2024-01-29 19:56:00,SKU_0001,Grocery,2,287.98,585.84,cash,CUST_00576,0,
dc65beda-cff9-443f-b9d0-e37a3b7dad76,STORE_013,2024-03-29 08:44:00,SKU_0219,Pharmacy,3,169.84,502.65,cash,CUST_00268,0,
7834a84f-d544-4cc3-ab9a-28e37e4bc085,STORE_008,2024-03-30 18:13:00,SKU_0260,HomeGoods,1,246.86,247.36,wallet,CUST_00012,0,
41d9e1fa-dd47-410e-a16e-199fac2c975b,STORE_008,2024-03-09 09:28:00,SKU_0170,HomeGoods,4,94.56,372.27,cash,CUST_00185,0,
34ec2465-09b5-473a-8425-6d1de8596803,STORE_008,2024-02-26 14:41:00,SKU_0415,Apparel,1,218.24,219.27,UPI,CUST_00437,0,
b5bbd8fb-ff40-4edb-90a7-26f130793ee9,STORE_003,2024-01-22 16:38:00,SKU_0125,Apparel,5,118.14,587.53,cash,CUST_00099,0,
4bc5b032-f260-46a8-8975-a83aaa7aae1f,STORE_001,2024-02-27 12:18:00,SKU_0069,Grocery,9,200.24,1835.87,wallet,CUST_00097,0,
8679c592-a507-4813-8d93-07dd4ea25722,STORE_007,2024-01-24 14:35:00,SKU_0264,HomeGoods,6,32.25,192.85,wallet,CUST_00224,0,
b5798858-673a-40e3-a498-24a7c080ce7f,STORE_002,2024-02-02 13:17:00,SKU_0443,Grocery,5,101.4,499.62,card,CUST_00214,0,
51efbd79-797e-4272-a631-6a4cb086d1ba,STORE_006,2024-01-20 17:48:00,SKU_0188,Pharmacy,5,806.42,4085.97,cash,CUST_00288,0,
16166082-c39e-4df3-baf2-1b4b75a79ab3,STORE_015,2024-01-27 20:34:00,SKU_0024,Electronics,3,485.79,1476.07,card,CUST_00020,0,
3154bc88-15d8-43aa-879d-333b5569c62e,STORE_003,2024-01-16 13:00:00,SKU_0484,Apparel,3,718.16,2171.27,UPI,CUST_00432,0,
9f2507ac-d1fe-4fb0-902f-4ba339b22a41,STORE_001,2024-01-04 12:27:00,SKU_0222,Grocery,1,758.72,766.27,UPI,CUST_00128,0,
7e791503-674c-4476-8f2b-6893cdc1fc36,STORE_003,2024-03-12 09:50:00,SKU_0087,HomeGoods,4,428.31,1697.12,UPI,CUST_00426,0,
2bb67c29-7371-4a35-8723-a55427e2e113,STORE_003,2024-01-22 09:41:00,SKU_0308,HomeGoods,3,174.02,525.03,UPI,CUST_00338,0,
af857ebf-5af3-4225-8c90-1f03c6d424ae,STORE_010,2024-03-10 16:06:00,SKU_0160,Pharmacy,2,109.03,214.03,UPI,CUST_00121,0,
524153f6-69bf-42b0-a649-c840cdf239c1,STORE_008,2024-01-11 13:27:00,SKU_0468,HomeGoods,1,625.69,618.1,cash,CUST_00281,0,
b988e6da-54bd-40db-9082-890d20498763,STORE_013,2024-03-30 12:11:00,SKU_0147,Grocery,7,263.25,1874.61,cash,CUST_00021,0,
